,ppt,tmean,tdmean,tmin,tmax,pet
1985-01-01,0.0,4.044000148773193,-2.6600000858306885,-1.1740000247955322,9.263999938964844,0.09265387218864236
1985-01-02,0.0,5.094000339508057,-2.7899999618530273,-0.7059999704360962,10.895000457763672,0.102783948682595
1985-01-03,0.0,4.125,-2.240000009536743,-0.8320000171661377,9.083000183105469,0.0913914916609935
1985-01-04,0.0,4.4830002784729,-2.200000047683716,-1.027999997138977,9.994999885559082,0.09838660448140257
1985-01-05,0.0,4.868000030517578,-1.6299999952316284,-0.5360000133514404,10.27299976348877,0.0995949826616145
1985-01-06,0.0,5.230000019073486,0.3400000035762787,0.3370000123977661,10.123000144958496,0.09677681135712753
1985-01-07,0.2230000019073486,6.557000160217285,0.8899999856948853,1.5670000314712524,11.54800033569336,0.10393230872738682
1985-01-08,0.003000020980834961,6.494000434875488,1.2599999904632568,2.7109999656677246,10.277999877929688,0.0907788730831626
1985-01-09,0.10799999237060542,5.710000038146973,0.6299999952316284,2.7109999656677246,8.710000038146973,0.07868946800453891
1985-01-10,0.017999982833862282,6.003000259399414,0.8399999737739563,1.6169999837875366,10.390999794006348,0.09695483599070162
1985-01-11,0.0,5.936000347137451,-0.5,1.6929999589920044,10.180000305175781,0.09570815706779304
1985-01-12,0.0,5.827000141143799,-1.2999999523162842,1.3289999961853027,10.326000213623047,0.09875409038201206
1985-01-13,0.0,4.552000045776367,-3.200000047683716,-0.5260000228881836,9.631999969482422,0.09996695912734026
1985-01-14,0.0,3.883000135421753,-1.5199999809265137,-1.0149999856948853,8.781999588012695,0.09592729333220397
1985-01-15,0.0,4.590000152587891,-1.6399999856948853,0.41100001335144043,8.770000457763672,0.0921821107807246
1985-01-16,0.0,6.313000202178955,-0.8700000047683716,1.562000036239624,11.0649995803833,0.10666740449285192
1985-01-17,0.0,8.54800033569336,-0.3100000023841858,2.2179999351501465,14.878000259399414,0.13559441679252732
1985-01-18,0.0,7.308000564575195,-1.0299999713897705,1.5449999570846558,13.071999549865723,0.12429792519769531
1985-01-19,0.0,6.658000469207764,-1.3600000143051147,1.9830000400543213,11.333000183105469,0.10995691642145873
1985-01-20,0.0,6.737000465393066,-1.309999942779541,2.125,11.35099983215332,0.1105118148243606
1985-01-21,0.0,7.828000545501709,-0.4000000059604645,3.125999927520752,12.531999588012695,0.11756055996307624
1985-01-22,0.0,6.193000316619873,-1.0299999713897705,2.1480000019073486,10.239999771118164,0.10299038952565834
1985-01-23,0.0,4.6660003662109375,-2.25,0.36000001430511475,8.972000122070312,0.10038625093060169
1985-01-24,0.0,5.2900004386901855,-2.7100000381469727,0.515999972820282,10.0649995803833,0.10964294879885592
1985-01-25,0.0,6.75100040435791,-1.5800000429153442,2.9170000553131104,10.585000038146973,0.10544723557330885
1985-01-26,0.0,6.224000453948975,-1.5800000429153442,2.078000068664551,10.371999740600586,0.10833326169343094
1985-01-27,0.0,6.677000522613525,-1.159999966621399,1.218000054359436,12.137999534606934,0.1278711556779229
1985-01-28,0.03699998855590819,6.720000267028809,-0.9700000286102295,1.819000005722046,11.621999740600586,0.12255397438833679
1985-01-29,0.0,4.584000110626221,-2.069999933242798,-0.7039999961853027,9.873000144958496,0.11736083553790948
1985-01-30,0.0,5.139000415802002,-3.7799999713897705,-1.0199999809265137,11.298999786376953,0.13109690647075173
1985-01-31,0.0,4.8480000495910645,-6.760000228881836,-1.0,10.697999954223633,0.12740540155936958
1985-02-01,0.0,4.437000274658203,-1.590000033378601,-1.5540000200271606,10.428000450134277,0.1278962296995766
1985-02-02,0.0,2.93500018119812,-0.6399999856948853,-1.4320000410079956,7.302999973297119,0.10287424573050279
1985-02-03,0.0,4.357000350952148,-0.5,-0.39100000262260437,9.105999946594238,0.1158153473494677
1985-02-04,0.0,3.307000160217285,-0.9200000166893005,-2.2799999713897705,8.894000053405762,0.12092523717505847
1985-02-05,0.0,3.6050002574920654,-4.03000020980835,-2.490000009536743,9.70199966430664,0.12944740734098165
1985-02-06,0.0,5.013000011444092,-0.6800000071525574,-0.8320000171661377,10.859999656677246,0.13653669904208354
1985-02-07,2.2860000610351565,6.0960001945495605,2.9600000381469727,2.865000009536743,9.32800006866455,0.10746606148668507
1985-02-08,13.569000244140625,6.068000316619873,5.119999885559082,2.490000009536743,9.64799976348877,0.11417446195687146
1985-02-09,1.403000068664551,4.4810004234313965,1.100000023841858,0.4230000078678131,8.539999961853027,0.11471928473952346
1985-02-10,0.10399999618530276,3.9780001640319824,-0.5699999928474426,-0.13600000739097595,8.093000411987305,0.11411912890025508
1985-02-11,0.0,4.302000045776367,-0.8600000143051147,-0.125,8.729000091552734,0.12143519039913306
1985-02-12,0.3070000171661377,6.683000087738037,3.0399999618530273,4.0279998779296875,9.33899974822998,0.10531326127222798
1985-02-13,0.0,10.17400074005127,5.360000133514404,5.3979997634887695,14.95199966430664,0.163144608047322
1985-02-14,0.0,8.765000343322754,3.259999990463257,3.0869998931884766,14.444999694824219,0.170760417104442
1985-02-15,0.0,8.994000434875488,4.0,3.436000108718872,14.553000450134277,0.17225109555686757
1985-02-16,0.0,9.329000473022461,4.690000057220459,4.461999893188477,14.196999549865723,0.16498232844898778
1985-02-17,0.0,9.427000045776367,2.6600000858306885,3.5820000171661377,15.27299976348877,0.1834276865041857
1985-02-18,0.0,8.645000457763672,1.9900000095367432,1.2109999656677246,16.08099937438965,0.20311324844430362
1985-02-19,0.0,9.175000190734863,2.549999952316284,2.2939999103546143,16.05699920654297,0.20148896592644916
1985-02-20,0.0,7.069000244140625,2.0999999046325684,0.6200000047683716,13.519000053405762,0.18178402635062102
1985-02-21,0.0,7.284000396728516,0.5400000214576721,1.2100000381469727,13.359999656677246,0.17987896809227988
1985-02-22,0.0,10.355000495910645,2.4700000286102295,3.9000000953674316,16.81100082397461,0.21037544048971463
1985-02-23,0.0,10.180000305175781,3.140000104904175,3.98799991607666,16.37299919128418,0.206969061096063
1985-02-24,0.0,11.182000160217285,4.360000133514404,3.813999891281128,18.552000045776367,0.23636967789215796
1985-02-25,0.0,10.980000495910645,4.539999961853027,4.755000114440918,17.20599937438965,0.2180488916567843
1985-02-26,0.0,8.641000747680664,1.5099999904632568,1.9780000448226929,15.305000305175781,0.2094607450825854
1985-02-27,0.0,8.582000732421875,0.6200000047683716,2.119999885559082,15.045999526977539,0.20800557435972097
1985-02-28,0.0,11.431000709533691,1.940000057220459,1.13100004196167,21.73200035095215,0.29402014603509374
1985-03-01,0.14899997711181634,9.308000564575195,2.450000047683716,0.8220000267028809,17.79400062561035,0.2500824654073214
1985-03-02,0.0,6.946000099182129,0.949999988079071,2.680000066757202,11.213000297546387,0.16356091867275807
1985-03-03,0.0,5.095000267028809,-3.2899999618530273,-0.8970000147819519,11.08899974822998,0.1812086230803597
1985-03-04,0.6079999923706055,6.760000228881836,-0.9700000286102295,-0.4869999885559082,14.008000373840332,0.215967113482571
1985-03-05,0.36999998092651365,4.486000061035156,-0.7699999809265137,0.210999995470047,8.76200008392334,0.15205829947968372
1985-03-06,1.3040000915527346,2.2780001163482666,-0.3799999952316284,-0.4740000069141388,5.03000020980835,0.11102421524765438
1985-03-07,0.9380000114440917,2.807000160217285,0.05999999865889549,-0.14100000262260437,5.756999969482422,0.11914658002168907
1985-03-08,0.0,4.3580002784729,0.009999999776482582,-0.38999998569488525,9.107000350952148,0.16419553774256848
1985-03-09,0.43800001144409173,7.383000373840332,-0.7400000095367432,1.2170000076293945,13.550999641418457,0.2147760243195575
1985-03-10,0.74399995803833,9.99000072479248,3.4800000190734863,5.046000003814697,14.935999870300293,0.21432187133534047
1985-03-11,0.0,10.316000938415527,4.480000019073486,6.017000198364258,14.616999626159668,0.20417361884778984
1985-03-12,0.0,8.074000358581543,2.9600000381469727,4.038000106811523,12.111000061035156,0.18380516235961772
1985-03-13,0.0,7.503000259399414,2.200000047683716,1.6490000486373901,13.357999801635742,0.21854968022494475
1985-03-14,0.0,9.28700065612793,2.2200000286102295,1.9010000228881836,16.674999237060547,0.2652960614421875
1985-03-15,0.0,10.586000442504883,2.490000009536743,4.434000015258789,16.738000869750977,0.2561008462679604
1985-03-16,0.0,11.219000816345215,3.049999952316284,4.818999767303467,17.6200008392334,0.2695319679824561
1985-03-17,0.0,7.520000457763672,2.9600000381469727,3.994999885559082,11.045999526977539,0.1761472578142423
1985-03-18,0.0,8.719000816345215,2.180000066757202,2.816999912261963,14.621999740600586,0.240888480888613
1985-03-19,0.0,10.372000694274902,3.380000114440918,3.6619999408721924,17.083999633789062,0.2753269364554106
1985-03-20,0.0,8.745000839233398,2.0999999046325684,2.2660000324249268,15.22599983215332,0.2571941243130973
1985-03-21,0.0,9.359000205993652,2.109999895095825,1.718000054359436,17.000999450683594,0.28827277488873204
1985-03-22,0.0,5.923000335693359,-1.9199999570846558,-0.460999995470047,12.307000160217285,0.2321572259413534
1985-03-23,0.0,7.242000579833984,2.2300000190734863,0.8420000076293945,13.642000198364258,0.24748344083842594
1985-03-24,2.48700008392334,8.624000549316406,4.039999961853027,4.1020002365112305,13.147000312805176,0.22138640028591988
1985-03-25,0.0,6.01300048828125,0.25999999046325684,1.0770000219345093,10.949000358581543,0.2101818924711149
